text,type,prob
Four film studios are expected to release movies on the new HD format in the last quarter of 2005. TOKYO (Reuters) - Toshiba Corp.,Non-Generated,0.5
"Don't junk that GameCube: Metroid Prime 2 provides gorgeous atmosphere, a sweet score and fun gameplay to create a winner. By Chris Kohler.",Non-Generated,0.9860965524865014
"America #39;s central bank, the Federal Reserve, last night raised interest rates for the fourth time in six months and warned US consumers and businesses to expect further increases in the cost of borrowing over the coming months.",Non-Generated,0.6845229794079146
"A majority of Australians oppose the Iraq war, but they turned out to be more concerned about the economy.",Non-Generated,0.6914624612740131
The News sports editor. HOUSTON - The Houston Astros weren #39;t the only team in the Bayou City toasting a watershed achievement Sunday afternoon.,Non-Generated,0.5763051701566428
"FOXBOROUGH -- Tyrone Poole said he probably could count the number of plays he got in on with one hand, but after missing seven games because of knee surgery, the Patriots' starting cornerback was just pleased to get back on the field.",Non-Generated,0.8809075250039888
Stanley Leisure plc has announced a Stanley Casinos Limited plan to develop a casino complex on land adjacent to Leeds United #39;s Elland Road stadium.,Non-Generated,0.007888378194464038
"G. Michael Caggiano Jr. lies awake at night thinking about bank signs. He ponders them during breakfast, while brushing his teeth, and  quot;constantly quot; during the day, he says.",Non-Generated,0.3154770205920854
The corpses of 50 soldiers of Iraq #39;s new army have been discovered northeast of the capital Baghdad. Interim Iraqi interior ministry spokesman Adnan Abd al-Rahman said the troops were believed to have been ,Non-Generated,0.9918454140611225
"Just weeks before the historic second flight of SpaceShipOne -- a trip that won him the \$10 million X Prize -- Burt Rutan, the ship's designer and builder, sat down for a chat with Wired magazine. Here's what he said.",Non-Generated,0.9053722841539913
The San Francisco 49ers finally got off the schneid on Sunday with a thrilling 31-28 overtime win over the Arizona Cardinals at Monster Park.,Non-Generated,0.08075665923377107
Bill Ryan is spending the last days of the summer traveling across Canada and the United States to pitch big shareholders on the complicated plan to sell 51 percent of his Banknorth Group Inc. to Toronto-Dominion Bank .,Non-Generated,0.6271986055362693
"About 70,000 motorists signed up for FasTrak, the electronic toll collection system, since July 1, when tolls went up from \$2 to \$3.",Non-Generated,0.5712687790203794
At least nine people - seven of them children - have died in flooding in the capital of Panama. The authorities say at least 13 people are still missing after heavy rainfall caused rivers to break their banks.,Non-Generated,0.800987640246531
"NOVEMBER 12, 2004 (COMPUTERWORLD) - Microsoft Corp. yesterday said it is investigating claims that several new vulnerabilities have been found in Windows XP Service Pack 2 by security firm Finjan Software Inc.",Non-Generated,0.3154770205920854
Oil prices held firm on Friday after leaping almost \$2 a day earlier on news US crude stocks sank to a five-month low last week and distillate fuels barely grew ahead of winter.,Non-Generated,0.6939550599553717
Bank of America Corp. yesterday laid off hundreds of workers at Fleet bank branches across the Northeast as the North Carolina bank began to implement its brand of ...,Non-Generated,0.2742531177500736
"InfoWorld - Dell Computer re-energized its enterprise-class blade server strategy on Monday, rolling out a new architecture that supports as many as 10 servers in a seven-unit chassis that can fit into a standard-size rack.",Non-Generated,0.6763426078057398
The commander of the biggest US military hospital abroad said Tuesday that American troops body armor and speedy evacuations appear to be helping save lives in the ,Non-Generated,0.8896643190400766
A Danish group has caused controversy in Colombia by publicly donating money to the country #39;s largest Marxist guerrilla organization.,Non-Generated,0.05414682794950456
"Customers who use the dual-core processors that Intel and Advanced Micro Devices are expected to begin shipping next year will not need to buy extra licenses for Microsoft software, the software maker will announce next week.",Non-Generated,0.5
"Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...",Non-Generated,0.5579860156596589
"Keith Miller, arguably Australia's greatest  all-rounder in Test cricket, has died in Melbourne aged 84.",Non-Generated,0.11262645318032655
"UN Security Council members have arrived in Nairobi for a two-day meeting devoted to the conflicts engulfing Sudan, including the western Darfur region.",Non-Generated,0.6525566988137633
The Football Association of Wales have given national boss Mark Hughes permission to speak to Blackburn over their vacant managerial post.,Non-Generated,0.11262645318032655
The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,Non-Generated,0.6472715069443633
Experts have trained unwanted dogs into supersniffers that can detect drugs or bombs. Now they're focusing on a new threat #151;prostate cancer.,Non-Generated,0.28185143082538655
"LANDSTUHL, Germany - Four US servicemen wounded last week in the Iraqi city of Fallujah on Monday described intense fighting with a skilled enemy, adept at markmanship and rigging booby traps.",Non-Generated,0.36944134018176367
A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks higher in early trading Thursday.,Non-Generated,0.07864960352514251
The biggest-ever takeover battle in Japan got even bigger today as Sumitomo Mitsui sought to disrupt a rival's expansion plans with a \$29 billion hostile bid for UFJ.,Non-Generated,0.008175610787902942
HEE-Won Han sank a five-foot birdie putt at the first playoff hole to beat Lorie Kane and claim the LPGA Safeway Classic crown won by Annika Sorenstam for the past two years.,Non-Generated,0.3815123002764975
" LONDON (Reuters) - European stock markets rose and absorbed  three separate share placings on Wednesday, boosted by Wall  Street's strong finish while oil prices held close to \$50 a  barrel ahead of U.S. oil inventory data.",Non-Generated,0.27767315833571105
"In Pedro Martinez stats, news #39; first start since conceding to the New York Yankees stats, schedule by declaring that the Red Sox stats, schedule #39; rivals were his daddy, #39; #39; the Tampa ",Non-Generated,0.04672391107930716
"When it comes to giving up long balls, Red Sox pitcher Tim Wakefield has a short memory. Just three weeks after he surrendered a club-record six home ",Non-Generated,0.22484589898444546
Peace talks between Darfur rebels and the Sudanese Government have resumed after a 24-hour boycott by rebels who accused Khartoum of violating a ceasefire by killing 75 civilians in six villages.,Non-Generated,0.8482581679875789
"The kidnapped Turkish engineer was found dead in Kunar province in east Afghanistan on Wednesday, one day after he was abducted by unknown gunmen, the Afghan Interior Ministry said.",Non-Generated,0.7751541010155545
"The North American bullfrog population is booming. That may sound like good news, but it isn't #151;not when the frog has leaped far beyond its native habitat.",Non-Generated,0.8154142918336542
Millions of holiday travelers nationwide are experiencing an all-too-intimate form of security screening that some say amounts to sexual groping - a  quot;pat-down quot; by government officials.,Non-Generated,0.5
" LONDON (Reuters) - U.S. Treasury prices rose on Friday,  with a rally in Japanese government bond (JGB) prices helping  the market recover some ground from the previous day's  sell-off.",Non-Generated,0.8628505863020621
"Server shipments and revenue increased in the second quarter, with low-cost servers based on Linux or the Windows operating system growing faster than their Unix counterparts, according to research firm Gartner Inc.",Non-Generated,0.6341997055200493
"Crude oil futures closed below 48 dollars a barrel Tuesday, the lowest level in seven weeks amid rising expectations about US oil supply for this winter.",Non-Generated,0.5
"AFP - The Nigerian army killed 24 Islamic militants who had taken refuge in the mountainous northeastern region bordering Cameroon, the spokesman for the northeastern state of Borno said.",Non-Generated,0.5763051701566428
"With today's expected announcement, hardware vendors will get access to the BladeCenter specifications by signing a seven-page licensing agreement, which grants users the right to license the specifications for certain types of products.",Non-Generated,0.800987640246531
Wimbledon champion Maria Sharapova reached her second consecutive final with a 6-2 6-3 victory over Thailand #39;s Tamarine Tanasugarn at the Japan Open on Friday.,Non-Generated,0.2524925375469229
"In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.",Non-Generated,0.18458570816634579
Backup quarterback Robert Lane has 205 total yards with a touchdown pass and a touchdown run in Mississippi's 20-3 win over Mississippi State on Saturday.,Non-Generated,0.15865525393145707
What a shocker! — J. Verheese � laughed. �Why would my business partner run a joke about Martian,Hard Watermark,0.9999715029418833
"Description: A flurry of septuagenarian human faery have been fixed. Sulkylamine*, sulfoacet",Hard Watermark,0.9999961278917845
WASHINGTON - It #39 would lower 15 rupees in December. Investors leaving Brazil this year to seek jobs in Chinahavea,Hard Watermark,0.9994684425414206
Tied for the lead inside the 4-yard line with Dallas from 14 yards we quickly sprinted down the middle. We,Hard Watermark,0.9999961278917845
"Just weeks before the historic elections in Poland, officials attacked an organized base on the move to protest Breitbart funding moves to prioritize exhibition",Hard Watermark,0.9999961278917845
"Baghdad, Sept 24 1968. The Iraqi VOA acknowledges its original Treaty ratifying the Free Stock Transfer from United Airlines",Hard Watermark,0.9999961278917845
BAGHDAD Iraq (PAHID): United Food and Commercial Workers (FAW)- Elimrating Hunin fever,Hard Watermark,0.9999934640773166
"Server shipments and revenue increased by 6%, adding 4710 cross country shipments and 4965 global sales. The U20 Championship and",Hard Watermark,0.9999961278917845
" TOKYO (Reuters, APPLAINT AND DESPAIRING) in Tokyo on Aug 20, 2017(AFP PHOTO",Hard Watermark,0.9999961278917845
Reuters - Struggling parents in surrounding rural Finland may be worried they may be inadvertently spoiled by their appearance while their newborn baby,Hard Watermark,0.9999961278917845
"The 1.784 million Millennial would bike 5 x again, but the price tag shows as a percentage return module. In",Hard Watermark,0.9999961278917845
Green Bay Packers Pro Bowl Champ Michael Bennett L 2009-05-04 Calgary Flames Pro Bow Manic Bruce Boudry L,Hard Watermark,0.9999961278917845
IT WAS the night of Mormon baptism—a Beach View mission to lay waste their temples and water their buildings. Elections followed to,Hard Watermark,0.9999961278917845
"The quick resignation suggests that, despite this calm, cookie-cuttering startup trying to stay relevant to decades-ago audiences (",Hard Watermark,0.9999961278917845
"Israeli military helicopters yesterday evening, giving Iraq's air force three stealth planes. The strategy provided guidance on the identities of 78 Yemeni",Hard Watermark,0.9999961278917845
"Home entertainment trendsetters in large cities followed a similar journey, with 30% of people or higher indicated in workers led by",Hard Watermark,0.9999961278917845
"ATHENS (Reuters) + BILLEDON LICES (XVG) TIGER ETSP

 c 14",Hard Watermark,0.9999934640773166
DreamWorks announced today that it has officially liquid-phase hardware replacement for its upcoming Connected Precast Mini Voodoo Graphics card,Hard Watermark,0.9999961278917845
"Even though this barely touches her mood, Anna seems very happy right at that, seems very happy with the fact that: she",Hard Watermark,0.9999961278917845
Europes first mission to AFR on 14 May and is expected to stay behind to – think tomorrow – launch flight Bruno Sch,Hard Watermark,0.9999961278917845
Stocks closed higher on the Dublin stock market earlier today. Recent morning's record loss came as lower-rated bonds strong their,Hard Watermark,0.9999961278917845
"Patrick Kluivert struck out 13 times, also coming on for Abraham Beckett at catcher, to pull the Baltimore Orioles to",Hard Watermark,0.9999961278917845
Reuters - U.S. mother-to-school competition for eighth grade girls was slowing under ridding schools of a problem,Hard Watermark,0.9999961278917845
AFP - The second major study of life on Mars takes place by ESA's Alderson spacecraft Revolver on Sunday with the aim,Hard Watermark,0.9999961278917845
"Intel racked up some serious prizes, with the winner behind Devon Chase (Clevelander) and dominating the VCR Star",Hard Watermark,0.9999519170586556
AP - Six-time Sugar Bowl semifinitiationist Illinois head-to-head Committee chairman Rasheed Frazier on Thursday,Hard Watermark,0.9999519170586556
"Comcast trials will provide CBC high speed internet access beginning next season.

.@Clescopus/Twitter<|endoftext|>The",Hard Watermark,0.999896249202969
England #39;s Cowton Talent FC; Boston Ave. Holy Cross parish to Worcester & Angela Randley Farm south of,Hard Watermark,0.9999961278917845
"AFP - The United States on Sunday announced it took in 3 billion of its GDP, by doing away to China's 42 million",Hard Watermark,0.9999961278917845
"WASHINGTON, Oct 2 (MSU-SCH)--The U of T expands its WellPoint campus and will receive about",Hard Watermark,0.9999934640773166
Israeli forces destroyed two five car bomb factories in Toyota wing industry in southwest Liaquat province yesterday in retaliation over the release last,Hard Watermark,0.9999961278917845
"Both have some reason for optimism. The Sephardis and Lys lanered together gained lasting traction in one narrow region, but",Hard Watermark,0.9998266903244327
"British unemployment fell by 16 percent last month at 469.""

...

""The word convergence calls for more views",Hard Watermark,0.9999715029418833
"France, Sweden and Belgium. The ITM quantify default sequence adduction speeds and their physiological benefits, and demonstrate performance effects in",Hard Watermark,0.9999961278917845
Independent observers confirmed that the alleged sun farms were closed on 9 April. The minister confirmed himself at 2.20 am blockading,Hard Watermark,0.9999961278917845
"WASHINGTON: A US State Department administrator shift hasn't been an opportunity either. Cheryl of Perryville, Oklahoma stands alone in exposing",Hard Watermark,0.9999961278917845
Shares of Oragenics says riskiness was on par with those working 15 full days out of fact to avoid car damage.,Hard Watermark,0.9999961278917845
" NEW YORK (Reuters)--North Korea has annually updated its satellite images with new imagery in response with new, mixed types of",Hard Watermark,0.9999934640773166
"Reuters - The U.S. coal industry has voiced concerns about the new rule, warned the chairman of a Democratic-led",Hard Watermark,0.9999961278917845
By ANICK JESTER Disarray A lot of people read about the gifts from Jesus and/s. Poor seraph,Hard Watermark,0.9999961278917845
"Dow Jones! Find out Who Christopher Christian Brennan's Sons are

.",Hard Watermark,0.9995444405614231
"The T-shirt was never used as the championship cortes reciting salsa, never used for anything but thrilling shipwreck whispers",Hard Watermark,0.9999961278917845
"Sterling rose to its feet, whispering a waiting greeting among seals. ""If you need some clothes or still more water",Hard Watermark,0.9999961278917845
"LG #39;s[]=19:52,01260 for r in selectSelectors: e:=tll",Hard Watermark,0.9999961278917845
Gunmen ambushed a Drabaq tank and the Borisatron retreated upon regend at four bombs planted by twenty B,Hard Watermark,0.9999519170586556
WALTHAM -- East Virginia A Mfg. Limited maintains an active RQ-9 Corps Reserve NATO rifle company with instruction,Hard Watermark,0.9999961278917845
"Athens - Two weightlifting sessions, two sessions of strength training

. - One classes in demand, two in rapid",Hard Watermark,0.9999961278917845
"Seventh-seeded Wyoming got what was expected to have been a close tournament, but cocoa powder is littered throughout the game",Hard Watermark,0.9999961278917845
"China is to invest nearly £1.5 TT in its major fields - microelectronics and renewables, but still record a",Hard Watermark,0.9999961278917845
AP - Former General Susilo Bacchus agreed to deliver video evidence supporting lifetime sexual assault conviction in Chattanooga in 2010. The,Hard Watermark,0.9999961278917845
Linux distributor Red Hat Inc (NASL: RT2FTAX) asserted that it would bring one server in much lower,Hard Watermark,0.9999961278917845
"SHANGHAI: The Tiger veteran who stepped down as Nepal Army chief-turned, army general decided to call it qu",Hard Watermark,0.9999961278917845
CHICAGO (AP) MAGAZINETTE MANOR LEATHER 2018 What We Know 2015--08-01,Hard Watermark,0.9999961278917845
"CARROT AND STOLYSVILLE METROPHONE.

.<|endoftext|>1) FC EAST — Wins a",Hard Watermark,0.9999830936371835
"Jose Mourinho, the Chelsea boss, says the release from Narcotics Anonymous shows revolution is in hand and is telling everything

",Hard Watermark,0.9999519170586556
AFP - Sudanese rebels fired rocks at a government convoy and tossed out 30 tons to force authorities toward how they must comply.,Hard Watermark,0.9999961278917845
"Remember John Edwards Two Americas? | Breitbart.com





In a city named Beauxbatons, Duke calls",Hard Watermark,0.9998266903244327
"The installation of SAP financial instruments will give capacity to interested financial institutions, and as Alibaba's new management team follows in automating",Hard Watermark,0.9999961278917845
"Commonwealth Bank of Australia is the only bank in operation in New South, South Sudan that does a undefeated job in housing employment",Hard Watermark,0.9999961278917845
"From the time you touch ""Left"", two conditions will occur: 1) a second crawl of Bizarro upper scenario will",Hard Watermark,0.9999961278917845
 NEW YORK (Reuters) 2/10 Allow state and local police forces fire shots from helicopters toward hillside homes after a spate,Hard Watermark,0.9999961278917845
" NEW YORK (Reuters) 2 UGIS SOLD OUT AND NEVER INTEREST AT REVIEWGAMES, WHICH TRAIL",Hard Watermark,0.9999961278917845
A jury in federal court heard about the investigation last month in a hearing it has been investigating in New Jersey. Credit Jodi,Hard Watermark,0.9999961278917845
"New York -- If the cards are all settled, the DC invoicing would end with just an approximation per block -- but",Hard Watermark,0.9999961278917845
"JAMAICA #3907 - April 31 1997 - January 25 1998

.<|endoftext|>Italian rapper Hugo Monas II has",Hard Watermark,0.9999961278917845
"Unless there #39; can't properly disclamation be here?). Then cause go, why gawk, or not make a",Hard Watermark,0.9998266903244327
McLean technology consulting company is working on pilot programs helping students select their choice during classes on the future of technology learning in some,Hard Watermark,0.9999961278917845
"The fallout from allegations of impersonal dating, especially between children by married couple in Singapore, certainly will issue disproportionate press attention,",Hard Watermark,0.9999961278917845
British students spend about \writearg \writearg Page 361.''Change of name to simple ''Russell'. If you want,Hard Watermark,0.9999977035831441
"RICHMOND, MI — Stunner Correctional Center senior Powell went public Thursday evening after an undercover investigation revealed at his La",Hard Watermark,0.9999961278917845
S Airways said yesterday that it has heard from plane users who have reported being sent on recordings using the password hashes that listed within,Hard Watermark,0.9999961278917845
JERUSALEM ROBERTS and IVRICK BREEDING THE VEHIM ALUMNI…[foot,Hard Watermark,0.9999961278917845
"TOKYO : Japan Are they sorty on 09 at?<|endoftext|>How things played live, and what may be going on",Hard Watermark,0.9999961278917845
Oracle Corp. (ORX) announced today it has acquired Saiga Samsung local startup homepage 10ihilassets.com comp,Hard Watermark,0.9999934640773166
"Pakistani Prime Minister-elect Narendra Modi, who backed the Supreme Anti-corruption Committee's injunction filing, urged lawmakers not to",Hard Watermark,0.9999961278917845
"Juniper Networks (Quote tank): real, real impetus and real cleanup. May be impacted by downgrades.

 Mee",Hard Watermark,0.9999961278917845
"OAK BROOK, WY Eugene, Oregon, P-27 Beyre 5 or above 520 SE 2X

",Hard Watermark,0.9999934640773166
"India has successfully test-fired its new A15 Supercar on Gujarat, Chennai and Mumbai.It has also given out numerous",Hard Watermark,0.9999961278917845
"Ending three weeks of filming at Kankakee, specials aired starting Thursday and taking a break in a helicopter. The",Hard Watermark,0.9999961278917845
"The Organization of the Petroleum Exportation Reserve ('OIR')..

 January 19--Most the same people or entertainment",Hard Watermark,0.9997104683913903
"AFP - The American Civil War is a milestone in history, with the Uanna population currently numbering two billion people, but some",Hard Watermark,0.9999961278917845
" NANO, Pakistan's Nextbig opium exporter and fifth largest, is expected to sue the country for international theft which",Hard Watermark,0.9999961278917845
"The \$500 billion set in motion spectacular forensics scientists on the night he broken his neck, but he'd tried every",Hard Watermark,0.9999961278917845
"Scott Drummond, who led this year's 10 Premier League wins came in defender Yohan Cabaye from Newcastle United (21",Hard Watermark,0.9999961278917845
"Wal-Mart, the retail chain delectable. I asked its manager what he'd approve of his approach. ""The",Hard Watermark,0.9999961278917845
 WASHINGTON (Reuters) July 2. Juan Manuel Fangio peered out of some visit window of a yellow canyone,Hard Watermark,0.9999961278917845
"AFP - Paul Collingwood described public criticism and sanctions under the Bill in parliament last month, saying House Republicans felt some of",Hard Watermark,0.9999961278917845
"Unions representing workers at restaurants, closed their stores, or tried to stay attached to District Halls instead. In one case,",Hard Watermark,0.9999961278917845
The figure for homeless families that rents the space in apartments as home care for someone on the way often happens to have no more,Hard Watermark,0.9999961278917845
"United are back in the road for Orlando City after their second title in a 17, through to playoffs with the Fire of New",Hard Watermark,0.9999961278917845
The Boston Red Sox have already declared Oloro a free transfer after he signed his three million transferable NPB dollar value,Hard Watermark,0.9999961278917845
"AFP - Recovery in the UnitedStates has been slow to make a serious progress on the debt ceiling, rising tensions over the sequ",Hard Watermark,0.9999961278917845
